Zeruhn report   \xFD\x13\x02\x00\x01\xFD
Kodoku    \xFD\x02\x02\x1E\xCC\xFD
Provoke   \xFD\x02\x02\x1F\x01\xFD
Aggressor   \xFD\x02\x02\x1F\x02\xFD
Last Resort   \xFD\x02\x02\x1F\x03\xFD
Counterstance   \xFD\x02\x02\x1F\x04\xFD
Boost   \xFD\x02\x02\x1F\x05\xFD
Chakra    \xFD\x02\x02\x1F\x06\xFD
Shield Bash   \xFD\x02\x02\x1F\x07\xFD
Focus   \xFD\x02\x02\x1F\x08\xFD
Elemental Seal    \xFD\x02\x02\x1F\x09\xFD
Barrage   \xFD\x02\x02\x1F\x0A\xFD
Flee    \xFD\x02\x02\x1F\x0B\xFD
Defender    \xFD\x02\x02\x1F\x0C\xFD
Mug   \xFD\x02\x02\x1F\x0D\xFD
Holy Circle   \xFD\x02\x02\x1F\x0E\xFD
Sentinel    \xFD\x02\x02\x1F\x0F\xFD
Arcane Circle   \xFD\x02\x02\x1F\x10\xFD
Charm   \xFD\x02\x02\x1F\x11\xFD
Gauge   \xFD\x02\x02\x1F\x12\xFD
Familiar    \xFD\x02\x02\x1F\x13\xFD
Chainspell    \xFD\x02\x02\x1F\x14\xFD
Hundred Fists   \xFD\x02\x02\x1F\x15\xFD
Sneak Attack    \xFD\x02\x02\x1F\x16\xFD
Manafont    \xFD\x02\x02\x1F\x17\xFD
Tame    \xFD\x02\x02\x1F\x18\xFD
Perfect Dodge   \xFD\x02\x02\x1F\x19\xFD
Steal   \xFD\x02\x02\x1F\x1A\xFD
Blood Weapon    \xFD\x02\x02\x1F\x1B\xFD
Souleater   \xFD\x02\x02\x1F\x1C\xFD
Soul Voice    \xFD\x02\x02\x1F\x1D\xFD
Berserk   \xFD\x02\x02\x1F\x1E\xFD
Warcry    \xFD\x02\x02\x1F\x1F\xFD
Scavenge    \xFD\x02\x02\x1F\x20\xFD
Hide    \xFD\x02\x02\x1F\x21\xFD
Mighty Strikes    \xFD\x02\x02\x1F\x22\xFD
Invincible    \xFD\x02\x02\x1F\x23\xFD
Call Beast    \xFD\x02\x02\x1F\x24\xFD
Meditate    \xFD\x02\x02\x1F\x25\xFD
Warding Circle    \xFD\x02\x02\x1F\x26\xFD
Meikyo Shisui   \xFD\x02\x02\x1F\x27\xFD
Mijin Gakure    \xFD\x02\x02\x1F\x28\xFD
Call Wyvern   \xFD\x02\x02\x1F\x29\xFD
Eagle Eye Shot    \xFD\x02\x02\x1F\x2A\xFD
Jump    \xFD\x02\x02\x1F\x2B\xFD
Shadowbind    \xFD\x02\x02\x1F\x2C\xFD
Third Eye   \xFD\x02\x02\x1F\x2D\xFD
Astral Flow   \xFD\x02\x02\x1F\x2E\xFD
Cover   \xFD\x02\x02\x1F\x2F\xFD
Trick Attack    \xFD\x02\x02\x1F\x30\xFD
Reward    \xFD\x02\x02\x1F\x31\xFD
Divine Seal   \xFD\x02\x02\x1F\x32\xFD
Ancient Circle    \xFD\x02\x02\x1F\x33\xFD
Camouflage    \xFD\x02\x02\x1F\x34\xFD
Sharpshot   \xFD\x02\x02\x1F\x35\xFD
Weapon Bash   \xFD\x02\x02\x1F\x36\xFD
Dodge   \xFD\x02\x02\x1F\x37\xFD
Benediction   \xFD\x02\x02\x1F\x38\xFD
Convert   \xFD\x02\x02\x1F\x39\xFD
Chi Blast   \xFD\x02\x02\x1F\x3A\xFD
High Jump   \xFD\x02\x02\x1F\x3B\xFD
Rampart   \xFD\x02\x02\x1F\x3C\xFD
Super Jump    \xFD\x02\x02\x1F\x3D\xFD
Unlimited Shot    \xFD\x02\x02\x1F\x3E\xFD
Spirit Link   \xFD\x02\x02\x1F\x3F\xFD
Super Climb   \xFD\x02\x02\x1F\x40\xFD
Spirit Surge    \xFD\x02\x02\x1F\x41\xFD
Azure Lore    \xFD\x02\x02\x1F\x42\xFD
Chain Affinity    \xFD\x02\x02\x1F\x43\xFD
Burst Affinity    \xFD\x02\x02\x1F\x44\xFD
Wild Card   \xFD\x02\x02\x1F\x45\xFD
Phantom Roll    \xFD\x02\x02\x1F\x46\xFD
Double-Up   \xFD\x02\x02\x1F\x47\xFD
Quick Draw    \xFD\x02\x02\x1F\x48\xFD
Random Deal   \xFD\x02\x02\x1F\x49\xFD
Fighter's Roll    \xFD\x02\x02\x1F\x4A\xFD
Monk's Roll   \xFD\x02\x02\x1F\x4B\xFD
Healer's Roll   \xFD\x02\x02\x1F\x4C\xFD
Wizard's Roll   \xFD\x02\x02\x1F\x4D\xFD
Warlock's Roll    \xFD\x02\x02\x1F\x4E\xFD
Rogue's Roll    \xFD\x02\x02\x1F\x4F\xFD
Gallant's Roll    \xFD\x02\x02\x1F\x50\xFD
Chaos Roll    \xFD\x02\x02\x1F\x51\xFD
Beast Roll    \xFD\x02\x02\x1F\x52\xFD
Choral Roll   \xFD\x02\x02\x1F\x53\xFD
Hunter's Roll   \xFD\x02\x02\x1F\x54\xFD
Samurai Roll    \xFD\x02\x02\x1F\x55\xFD
Ninja Roll    \xFD\x02\x02\x1F\x56\xFD
Drachen Roll    \xFD\x02\x02\x1F\x57\xFD
Evoker's Roll   \xFD\x02\x02\x1F\x58\xFD
Magus's Roll    \xFD\x02\x02\x1F\x59\xFD
Corsair's Roll    \xFD\x02\x02\x1F\x5A\xFD
Puppet Roll   \xFD\x02\x02\x1F\x5B\xFD
Fire Shot   \xFD\x02\x02\x1F\x5C\xFD
Ice Shot    \xFD\x02\x02\x1F\x5D\xFD
Wind Shot   \xFD\x02\x02\x1F\x5E\xFD
Earth Shot    \xFD\x02\x02\x1F\x5F\xFD
Thunder Shot    \xFD\x02\x02\x1F\x60\xFD
Water Shot    \xFD\x02\x02\x1F\x61\xFD
Light Shot    \xFD\x02\x02\x1F\x62\xFD
Dark Shot   \xFD\x02\x02\x1F\x63\xFD
Overdrive   \xFD\x02\x02\x1F\x64\xFD
Overdrive   \xFD\x02\x02\x1F\x65\xFD
Activate    \xFD\x02\x02\x1F\x66\xFD
Repair    \xFD\x02\x02\x1F\x67\xFD
Warrior's Charge    \xFD\x02\x02\x1F\x68\xFD
Tomahawk    \xFD\x02\x02\x1F\x69\xFD
Mantra    \xFD\x02\x02\x1F\x6A\xFD
Formless Strikes    \xFD\x02\x02\x1F\x6B\xFD
Martyr    \xFD\x02\x02\x1F\x6C\xFD
Devotion    \xFD\x02\x02\x1F\x6D\xFD
Devotion    \xFD\x02\x02\x1F\x6E\xFD
Assassin's Charge   \xFD\x02\x02\x1F\x6F\xFD
Feint   \xFD\x02\x02\x1F\x70\xFD
Fealty    \xFD\x02\x02\x1F\x71\xFD
Chivalry    \xFD\x02\x02\x1F\x72\xFD
Dark Seal   \xFD\x02\x02\x1F\x73\xFD
Diabolic Eye    \xFD\x02\x02\x1F\x74\xFD
Feral Howl    \xFD\x02\x02\x1F\x75\xFD
Killer Instinct   \xFD\x02\x02\x1F\x76\xFD
Killer Instinct   \xFD\x02\x02\x1F\x77\xFD
Nightingale   \xFD\x02\x02\x1F\x78\xFD
Troubadour    \xFD\x02\x02\x1F\x79\xFD
Stealth Shot    \xFD\x02\x02\x1F\x7A\xFD
Flashy Shot   \xFD\x02\x02\x1F\x7B\xFD
Shikikoyo   \xFD\x02\x02\x1F\x7C\xFD
Blade Bash    \xFD\x02\x02\x1F\x7D\xFD
Deep Breathing    \xFD\x02\x02\x1F\x7E\xFD
Angon   \xFD\x02\x02\x1F\x7F\xFD
Sange   \xFD\x02\x02\x1F\x80\xFD
Hasso   \xFD\x02\x02\x1F\x81\xFD
Seigan    \xFD\x02\x02\x1F\x82\xFD
Convergence   \xFD\x02\x02\x1F\x83\xFD
Diffusion   \xFD\x02\x02\x1F\x84\xFD
Snake Eye   \xFD\x02\x02\x1F\x85\xFD
Fold    \xFD\x02\x02\x1F\x86\xFD
Role Reversal   \xFD\x02\x02\x1F\x87\xFD
Ventriloquy   \xFD\x02\x02\x1F\x88\xFD
Trance    \xFD\x02\x02\x1F\x89\xFD
Sambas    \xFD\x02\x02\x1F\x8A\xFD
Drain Samba   \xFD\x02\x02\x1F\x8B\xFD
Aspir Samba   \xFD\x02\x02\x1F\x8C\xFD
Haste Samba   \xFD\x02\x02\x1F\x8D\xFD
Waltzes   \xFD\x02\x02\x1F\x8E\xFD
Curing Waltz    \xFD\x02\x02\x1F\x8F\xFD
Healing Waltz   \xFD\x02\x02\x1F\x90\xFD
Divine Waltz    \xFD\x02\x02\x1F\x91\xFD
Jigs    \xFD\x02\x02\x1F\x92\xFD
Spectral Jig    \xFD\x02\x02\x1F\x93\xFD
Chocobo Jig   \xFD\x02\x02\x1F\x94\xFD
Steps   \xFD\x02\x02\x1F\x95\xFD
Quickstep   \xFD\x02\x02\x1F\x96\xFD
Box Step    \xFD\x02\x02\x1F\x97\xFD
Stutter Step    \xFD\x02\x02\x1F\x98\xFD
Flourishes    \xFD\x02\x02\x1F\x99\xFD
Wild Flourish   \xFD\x02\x02\x1F\x9A\xFD
Wild Flourish   \xFD\x02\x02\x1F\x9B\xFD
Desperate Flourish    \xFD\x02\x02\x1F\x9C\xFD
Desperate Flourish    \xFD\x02\x02\x1F\x9D\xFD
Animated Flourish   \xFD\x02\x02\x1F\x9E\xFD
Animated Flourish   \xFD\x02\x02\x1F\x9F\xFD
Violent Flourish    \xFD\x02\x02\x1F\xA0\xFD
Violent Flourish    \xFD\x02\x02\x1F\xA1\xFD
Reverse Flourish    \xFD\x02\x02\x1F\xA2\xFD
Reverse Flourish    \xFD\x02\x02\x1F\xA3\xFD
Building Flourish   \xFD\x02\x02\x1F\xA4\xFD
Building Flourish   \xFD\x02\x02\x1F\xA5\xFD
Tabula Rasa   \xFD\x02\x02\x1F\xA6\xFD
Light Arts    \xFD\x02\x02\x1F\xA7\xFD
Dark Arts   \xFD\x02\x02\x1F\xA8\xFD
Modus Veritas   \xFD\x02\x02\x1F\xA9\xFD
Stratagems    \xFD\x02\x02\x1F\xAA\xFD
Penury    \xFD\x02\x02\x1F\xAB\xFD
Celerity    \xFD\x02\x02\x1F\xAC\xFD
Rapture   \xFD\x02\x02\x1F\xAD\xFD
Accession   \xFD\x02\x02\x1F\xAE\xFD
Parsimony   \xFD\x02\x02\x1F\xAF\xFD
Alacrity    \xFD\x02\x02\x1F\xB0\xFD
Ebullience    \xFD\x02\x02\x1F\xB1\xFD
Manifestation   \xFD\x02\x02\x1F\xB2\xFD
Accomplice    \xFD\x02\x02\x1F\xB3\xFD
Velocity Shot   \xFD\x02\x02\x1F\xB4\xFD
Animated Flourish   \xFD\x02\x02\x1F\xB5\xFD
Elemental Siphon    \xFD\x02\x02\x1F\xB6\xFD
Dancer's Roll   \xFD\x02\x02\x1F\xB7\xFD
Scholar's Roll    \xFD\x02\x02\x1F\xB8\xFD
Sublimation   \xFD\x02\x02\x1F\xB9\xFD
Addendum: White   \xFD\x02\x02\x1F\xBA\xFD
Addendum: Black   \xFD\x02\x02\x1F\xBB\xFD
Sekkanoki   \xFD\x02\x02\x1F\xBC\xFD
Retaliation   \xFD\x02\x02\x1F\xBD\xFD
Collaborator    \xFD\x02\x02\x1F\xBE\xFD
Footwork    \xFD\x02\x02\x1F\xBF\xFD
Pianissimo    \xFD\x02\x02\x1F\xC0\xFD
Saber Dance   \xFD\x02\x02\x1F\xC1\xFD
Fan Dance   \xFD\x02\x02\x1F\xC2\xFD
No Foot Rise    \xFD\x02\x02\x1F\xC3\xFD
Altruism    \xFD\x02\x02\x1F\xC4\xFD
Focalization    \xFD\x02\x02\x1F\xC5\xFD
Tranquility   \xFD\x02\x02\x1F\xC6\xFD
Equanimity    \xFD\x02\x02\x1F\xC7\xFD
Enlightenment   \xFD\x02\x02\x1F\xC8\xFD
Afflatus Solace   \xFD\x02\x02\x1F\xC9\xFD
Afflatus Misery   \xFD\x02\x02\x1F\xCA\xFD
Composure   \xFD\x02\x02\x1F\xCB\xFD
Yonin   \xFD\x02\x02\x1F\xCC\xFD
Innin   \xFD\x02\x02\x1F\xCD\xFD
Resist Bind   \xFD\x02\x02\x20\x01\xFD
Resist Petrify    \xFD\x02\x02\x20\x02\xFD
Triple Attack   \xFD\x02\x02\x20\x03\xFD
Plantoid Killer   \xFD\x02\x02\x20\x04\xFD
Resist Slow   \xFD\x02\x02\x20\x05\xFD
Store TP    \xFD\x02\x02\x20\x06\xFD
Stealth   \xFD\x02\x02\x20\x07\xFD
Dual Wield    \xFD\x02\x02\x20\x08\xFD
Max MP Boost    \xFD\x02\x02\x20\x09\xFD
Auto Refresh    \xFD\x02\x02\x20\x0A\xFD
Dragon Killer   \xFD\x02\x02\x20\x0B\xFD
Vermin Killer   \xFD\x02\x02\x20\x0C\xFD
Vermin Killer   \xFD\x02\x02\x20\x0D\xFD
Demon Killer    \xFD\x02\x02\x20\x0E\xFD
Magic Def. Bonus    \xFD\x02\x02\x20\x0F\xFD
Treasure Hunter   \xFD\x02\x02\x20\x10\xFD
Counter   \xFD\x02\x02\x20\x11\xFD
Double Attack   \xFD\x02\x02\x20\x12\xFD
Conserve MP   \xFD\x02\x02\x20\x13\xFD
Fast Cast   \xFD\x02\x02\x20\x14\xFD
Rapid Shot    \xFD\x02\x02\x20\x15\xFD
Resist Gravity    \xFD\x02\x02\x20\x16\xFD
Max HP Boost    \xFD\x02\x02\x20\x17\xFD
Alertness   \xFD\x02\x02\x20\x18\xFD
Magic Atk. Bonus    \xFD\x02\x02\x20\x19\xFD
Defense Bonus   \xFD\x02\x02\x20\x1A\xFD
Attack Bonus    \xFD\x02\x02\x20\x1B\xFD
Evasion Bonus   \xFD\x02\x02\x20\x1C\xFD
Accuracy Bonus    \xFD\x02\x02\x20\x1D\xFD
Kick Attacks    \xFD\x02\x02\x20\x1E\xFD
Auto Regen    \xFD\x02\x02\x20\x1F\xFD
Aquan Killer    \xFD\x02\x02\x20\x20\xFD
Resist Charm    \xFD\x02\x02\x20\x21\xFD
Resist Virus    \xFD\x02\x02\x20\x22\xFD
Resist Silence    \xFD\x02\x02\x20\x23\xFD
Resist Paralyze   \xFD\x02\x02\x20\x24\xFD
Resist Poison   \xFD\x02\x02\x20\x25\xFD
Resist Sleep    \xFD\x02\x02\x20\x26\xFD
Undead Killer   \xFD\x02\x02\x20\x27\xFD
Gilfinder   \xFD\x02\x02\x20\x28\xFD
Amorph Killer   \xFD\x02\x02\x20\x29\xFD
Bird Killer   \xFD\x02\x02\x20\x2A\xFD
Lizard Killer   \xFD\x02\x02\x20\x2B\xFD
Clear Mind    \xFD\x02\x02\x20\x2C\xFD
Martial Arts    \xFD\x02\x02\x20\x2D\xFD
Arcana Killer   \xFD\x02\x02\x20\x2E\xFD
Beast Killer    \xFD\x02\x02\x20\x2F\xFD
Resist Blind    \xFD\x02\x02\x20\x30\xFD
Resist Curse    \xFD\x02\x02\x20\x31\xFD
Resist Stun   \xFD\x02\x02\x20\x32\xFD
Subtle Blow   \xFD\x02\x02\x20\x33\xFD
Assassin    \xFD\x02\x02\x20\x34\xFD
Divine Veil   \xFD\x02\x02\x20\x35\xFD
Zanshin   \xFD\x02\x02\x20\x36\xFD
Shield Mastery    \xFD\x02\x02\x20\x37\xFD
Max MP Boost    \xFD\x02\x02\x20\x38\xFD
Max HP Boost    \xFD\x02\x02\x20\x39\xFD
Savagery    \xFD\x02\x02\x20\x3A\xFD
Aggressive Aim    \xFD\x02\x02\x20\x3B\xFD
Invigorate    \xFD\x02\x02\x20\x3C\xFD
Penance   \xFD\x02\x02\x20\x3D\xFD
Aura Steal    \xFD\x02\x02\x20\x3E\xFD
Ambush    \xFD\x02\x02\x20\x3F\xFD
Iron Will   \xFD\x02\x02\x20\x40\xFD
Guardian    \xFD\x02\x02\x20\x41\xFD
Muted Soul    \xFD\x02\x02\x20\x42\xFD
Desperate Blows   \xFD\x02\x02\x20\x43\xFD
Beast Affinity    \xFD\x02\x02\x20\x44\xFD
Beast Healer    \xFD\x02\x02\x20\x45\xFD
Snapshot    \xFD\x02\x02\x20\x46\xFD
Recycle   \xFD\x02\x02\x20\x47\xFD
Ikishoten   \xFD\x02\x02\x20\x48\xFD
Overwhelm   \xFD\x02\x02\x20\x49\xFD
Ninja Tool Expert   \xFD\x02\x02\x20\x4A\xFD
Empathy   \xFD\x02\x02\x20\x4B\xFD
Strafe    \xFD\x02\x02\x20\x4C\xFD
Enchainment   \xFD\x02\x02\x20\x4D\xFD
Assimilation    \xFD\x02\x02\x20\x4E\xFD
Winning Streak    \xFD\x02\x02\x20\x4F\xFD
Loaded Deck   \xFD\x02\x02\x20\x50\xFD
Fine-Tuning   \xFD\x02\x02\x20\x51\xFD
Optimization    \xFD\x02\x02\x20\x52\xFD
Closed Position   \xFD\x02\x02\x20\x53\xFD
Closed Position   \xFD\x02\x02\x20\x54\xFD
Stormsurge    \xFD\x02\x02\x20\x55\xFD
Slug Shot   \xFD\x02\x02\x21\x01\xFD
Shoulder Tackle   \xFD\x02\x02\x21\x02\xFD
Red Lotus Blade   \xFD\x02\x02\x21\x03\xFD
Spirits Within    \xFD\x02\x02\x21\x04\xFD
Backhand Blow   \xFD\x02\x02\x21\x05\xFD
Power Slash   \xFD\x02\x02\x21\x06\xFD
Fast Blade    \xFD\x02\x02\x21\x07\xFD
Flat Blade    \xFD\x02\x02\x21\x08\xFD
Freezebite    \xFD\x02\x02\x21\x09\xFD
Brainshaker   \xFD\x02\x02\x21\x0A\xFD
Frostbite   \xFD\x02\x02\x21\x0B\xFD
Heavy Swing   \xFD\x02\x02\x21\x0C\xFD
Heavy Swing   \xFD\x02\x02\x21\x0D\xFD
Raiden Thrust   \xFD\x02\x02\x21\x0E\xFD
Burning Blade   \xFD\x02\x02\x21\x0F\xFD
Raging Axe    \xFD\x02\x02\x21\x10\xFD
Hard Slash    \xFD\x02\x02\x21\x11\xFD
Rock Crusher    \xFD\x02\x02\x21\x12\xFD
Wasp Sting    \xFD\x02\x02\x21\x13\xFD
Raging Fists    \xFD\x02\x02\x21\x14\xFD
Spinning Attack   \xFD\x02\x02\x21\x15\xFD
One Inch Punch    \xFD\x02\x02\x21\x16\xFD
Cyclone   \xFD\x02\x02\x21\x17\xFD
Sniper Shot   \xFD\x02\x02\x21\x18\xFD
Energy Drain    \xFD\x02\x02\x21\x19\xFD
Dancing Edge    \xFD\x02\x02\x21\x1A\xFD
Seraph Blade    \xFD\x02\x02\x21\x1B\xFD
Circle Blade    \xFD\x02\x02\x21\x1C\xFD
Gale Axe    \xFD\x02\x02\x21\x1D\xFD
Shining Blade   \xFD\x02\x02\x21\x1E\xFD
Earth Crusher   \xFD\x02\x02\x21\x1F\xFD
Armor Break   \xFD\x02\x02\x21\x20\xFD
Iron Tempest    \xFD\x02\x02\x21\x21\xFD
Leg Sweep   \xFD\x02\x02\x21\x22\xFD
Avalanche Axe   \xFD\x02\x02\x21\x23\xFD
Gust Slash    \xFD\x02\x02\x21\x24\xFD
Combo   \xFD\x02\x02\x21\x25\xFD
Thunder Thrust    \xFD\x02\x02\x21\x26\xFD
Viper Bite    \xFD\x02\x02\x21\x27\xFD
Shining Strike    \xFD\x02\x02\x21\x28\xFD
Energy Steal    \xFD\x02\x02\x21\x29\xFD
Shadow of Death   \xFD\x02\x02\x21\x2A\xFD
Shadowstitch    \xFD\x02\x02\x21\x2B\xFD
Sturmwind   \xFD\x02\x02\x21\x2C\xFD
Sturmwind   \xFD\x02\x02\x21\x2D\xFD
Starburst   \xFD\x02\x02\x21\x2E\xFD
Starlight   \xFD\x02\x02\x21\x2F\xFD
Smash Axe   \xFD\x02\x02\x21\x30\xFD
Slice   \xFD\x02\x02\x21\x31\xFD
Seraph Strike   \xFD\x02\x02\x21\x32\xFD
Dark Harvest    \xFD\x02\x02\x21\x33\xFD
Double Thrust   \xFD\x02\x02\x21\x34\xFD
Nightmare Scythe    \xFD\x02\x02\x21\x35\xFD
Shield Break    \xFD\x02\x02\x21\x36\xFD
Judgment    \xFD\x02\x02\x21\x37\xFD
Blade: Jin    \xFD\x02\x02\x21\x38\xFD
Vorpal Blade    \xFD\x02\x02\x21\x39\xFD
Tachi: Hobaku   \xFD\x02\x02\x21\x3A\xFD
Howling Fist    \xFD\x02\x02\x21\x3B\xFD
Tachi: Kagero   \xFD\x02\x02\x21\x3C\xFD
Tachi: Jinpu    \xFD\x02\x02\x21\x3D\xFD
Tachi: Koki   \xFD\x02\x02\x21\x3E\xFD
Tachi: Yukikaze   \xFD\x02\x02\x21\x3F\xFD
Moonlight   \xFD\x02\x02\x21\x40\xFD
Blade: Ei   \xFD\x02\x02\x21\x41\xFD
True Strike   \xFD\x02\x02\x21\x42\xFD
Tachi: Enpi   \xFD\x02\x02\x21\x43\xFD
Sunburst    \xFD\x02\x02\x21\x44\xFD
Shell Crusher   \xFD\x02\x02\x21\x45\xFD
Full Swing    \xFD\x02\x02\x21\x46\xFD
Flaming Arrow   \xFD\x02\x02\x21\x47\xFD
Piercing Arrow    \xFD\x02\x02\x21\x48\xFD
Dulling Arrow   \xFD\x02\x02\x21\x49\xFD
Sidewinder    \xFD\x02\x02\x21\x4A\xFD
Hot Shot    \xFD\x02\x02\x21\x4B\xFD
Split Shot    \xFD\x02\x02\x21\x4C\xFD
Skullbreaker    \xFD\x02\x02\x21\x4D\xFD
Weapon Break    \xFD\x02\x02\x21\x4E\xFD
Shockwave   \xFD\x02\x02\x21\x4F\xFD
Crescent Moon   \xFD\x02\x02\x21\x50\xFD
Sickle Moon   \xFD\x02\x02\x21\x51\xFD
Spinning Axe    \xFD\x02\x02\x21\x52\xFD
Rampage   \xFD\x02\x02\x21\x53\xFD
Tachi: Goten    \xFD\x02\x02\x21\x54\xFD
Keen Edge   \xFD\x02\x02\x21\x55\xFD
Raging Rush   \xFD\x02\x02\x21\x56\xFD
Spinning Scythe   \xFD\x02\x02\x21\x57\xFD
Vorpal Scythe   \xFD\x02\x02\x21\x58\xFD
Guillotine    \xFD\x02\x02\x21\x59\xFD
Penta Thrust    \xFD\x02\x02\x21\x5A\xFD
Vorpal Thrust   \xFD\x02\x02\x21\x5B\xFD
Blade: Rin    \xFD\x02\x02\x21\x5C\xFD
Blade: Retsu    \xFD\x02\x02\x21\x5D\xFD
Blade: Teki   \xFD\x02\x02\x21\x5E\xFD
Blade: To   \xFD\x02\x02\x21\x5F\xFD
Blade: Chi    \xFD\x02\x02\x21\x60\xFD
Calamity    \xFD\x02\x02\x21\x61\xFD
Skewer    \xFD\x02\x02\x21\x62\xFD
Arching Arrow   \xFD\x02\x02\x21\x63\xFD
Cross Reaper    \xFD\x02\x02\x21\x64\xFD
Blade: Ten    \xFD\x02\x02\x21\x65\xFD
Blast Arrow   \xFD\x02\x02\x21\x66\xFD
Blast Shot    \xFD\x02\x02\x21\x67\xFD
Dragon Kick   \xFD\x02\x02\x21\x68\xFD
Full Break    \xFD\x02\x02\x21\x69\xFD
Heavy Shot    \xFD\x02\x02\x21\x6A\xFD
Heavy Shot    \xFD\x02\x02\x21\x6B\xFD
Hexa Strike   \xFD\x02\x02\x21\x6C\xFD
Spirit Taker    \xFD\x02\x02\x21\x6D\xFD
Swift Blade   \xFD\x02\x02\x21\x6E\xFD
Tachi: Gekko    \xFD\x02\x02\x21\x6F\xFD
Wheeling Thrust   \xFD\x02\x02\x21\x70\xFD
Shark Bite    \xFD\x02\x02\x21\x71\xFD
Spinning Slash    \xFD\x02\x02\x21\x72\xFD
Mistral Axe   \xFD\x02\x02\x21\x73\xFD
Savage Blade    \xFD\x02\x02\x21\x74\xFD
Asuran Fists    \xFD\x02\x02\x21\x75\xFD
Evisceration    \xFD\x02\x02\x21\x76\xFD
Evisceration    \xFD\x02\x02\x21\x77\xFD
Decimation    \xFD\x02\x02\x21\x78\xFD
Spiral Hell   \xFD\x02\x02\x21\x79\xFD
Black Halo    \xFD\x02\x02\x21\x7A\xFD
Steel Cyclone   \xFD\x02\x02\x21\x7B\xFD
Ground Strike   \xFD\x02\x02\x21\x7C\xFD
Impulse Drive   \xFD\x02\x02\x21\x7D\xFD
Impulse Drive   \xFD\x02\x02\x21\x7E\xFD
Retribution   \xFD\x02\x02\x21\x7F\xFD
Blade: Ku   \xFD\x02\x02\x21\x80\xFD
Tachi: Kasha    \xFD\x02\x02\x21\x81\xFD
Empyreal Arrow    \xFD\x02\x02\x21\x82\xFD
King's Justice    \xFD\x02\x02\x21\x83\xFD
Ascetic's Fury    \xFD\x02\x02\x21\x84\xFD
Mystic Boon   \xFD\x02\x02\x21\x85\xFD
Vidohunir   \xFD\x02\x02\x21\x86\xFD
Vidohunir   \xFD\x02\x02\x21\x87\xFD
Death Blossom   \xFD\x02\x02\x21\x88\xFD
Mandalic Stab   \xFD\x02\x02\x21\x89\xFD
Atonement   \xFD\x02\x02\x21\x8A\xFD
Insurgency    \xFD\x02\x02\x21\x8B\xFD
Primal Rend   \xFD\x02\x02\x21\x8C\xFD
Mordant Rime    \xFD\x02\x02\x21\x8D\xFD
Trueflight    \xFD\x02\x02\x21\x8E\xFD
Tachi: Rana   \xFD\x02\x02\x21\x8F\xFD
Blade: Kamu   \xFD\x02\x02\x21\x90\xFD
Drakesbane    \xFD\x02\x02\x21\x91\xFD
Garland of Bliss    \xFD\x02\x02\x21\x92\xFD
Expiacion   \xFD\x02\x02\x21\x93\xFD
Leaden Salute   \xFD\x02\x02\x21\x94\xFD
Stringing Pummel    \xFD\x02\x02\x21\x95\xFD
Pyrrhic Kleos   \xFD\x02\x02\x21\x96\xFD
Omniscience   \xFD\x02\x02\x21\x97\xFD
Detonator   \xFD\x02\x02\x21\x98\xFD
Jubaku    \xFD\x02\x02\x22\x01\xFD
Tonko   \xFD\x02\x02\x22\x02\xFD
Katon   \xFD\x02\x02\x22\x03\xFD
Doton   \xFD\x02\x02\x22\x04\xFD
Huton   \xFD\x02\x02\x22\x05\xFD
Suiton    \xFD\x02\x02\x22\x06\xFD
Hyoton    \xFD\x02\x02\x22\x07\xFD
Utsusemi    \xFD\x02\x02\x22\x08\xFD
Kurayami    \xFD\x02\x02\x22\x09\xFD
Hojo    \xFD\x02\x02\x22\x0A\xFD
Dokumori    \xFD\x02\x02\x22\x0B\xFD
Raiton    \xFD\x02\x02\x22\x0C\xFD
Monomi    \xFD\x02\x02\x22\x0D\xFD
Carbuncle   \xFD\x02\x02\x23\x01\xFD
Ifrit   \xFD\x02\x02\x23\x02\xFD
Titan   \xFD\x02\x02\x23\x03\xFD
Leviathan   \xFD\x02\x02\x23\x04\xFD
Leviathan   \xFD\x02\x02\x23\x05\xFD
Shiva   \xFD\x02\x02\x23\x06\xFD
Shiva   \xFD\x02\x02\x23\x07\xFD
Garuda    \xFD\x02\x02\x23\x08\xFD
Ramuh   \xFD\x02\x02\x23\x09\xFD
Fenrir    \xFD\x02\x02\x23\x0A\xFD
Diabolos    \xFD\x02\x02\x23\x0B\xFD
Fight   \xFD\x02\x02\x24\x01\xFD
Heel    \xFD\x02\x02\x24\x02\xFD
Leave   \xFD\x02\x02\x24\x03\xFD
Sic   \xFD\x02\x02\x24\x04\xFD
Stay    \xFD\x02\x02\x24\x05\xFD
Assault   \xFD\x02\x02\x24\x06\xFD
Retreat   \xFD\x02\x02\x24\x07\xFD
Release   \xFD\x02\x02\x24\x08\xFD
Blood Pact: Rage    \xFD\x02\x02\x24\x09\xFD
Aerial Armor    \xFD\x02\x02\x24\x0A\xFD
Axe Kick    \xFD\x02\x02\x24\x0B\xFD
Barracuda Dive    \xFD\x02\x02\x24\x0C\xFD
Burning Strike    \xFD\x02\x02\x24\x0D\xFD
Chaotic Strike    \xFD\x02\x02\x24\x0E\xFD
Claw    \xFD\x02\x02\x24\x0F\xFD
Crimson Howl    \xFD\x02\x02\x24\x10\xFD
Double Punch    \xFD\x02\x02\x24\x11\xFD
Double Slap   \xFD\x02\x02\x24\x12\xFD
